transaction_id,items
560,"Oranges, Butter, Oil, Grapes, Juice, Apples, Sugar"
561,"Tea, Onions, Oranges, Sugar, Butter, Salt, Beef"
562,"Bread, Grapes, Butter, Cereal"
563,"Milk, Biscuits, Cereal, Grapes, Oranges, Bananas, Bread"
564,"Grapes, Eggs, Cheese, Oil, Butter, Beef, Fish"
565,"Coffee, Oil, Chicken"
566,"Tomatoes, Beef, Soda, Cheese, Apples, Biscuits"
567,"Soda, Juice, Carrots, Biscuits, Salt"
568,"Onions, Oranges, Pasta, Sugar, Bread, Apples, Tomatoes"
569,"Juice, Oranges, Cereal, Bananas"
570,"Fish, Cereal, Pasta"
571,"Tomatoes, Onions, Eggs, Beef, Rice, Chocolate"
572,"Onions, Sugar, Milk, Biscuits"
573,"Bread, Carrots"
574,"Apples, Biscuits, Juice, Pasta, Chocolate"
575,"Juice, Fish, Bananas, Grapes, Pasta, Sugar, Coffee"
576,"Cheese, Soda, Carrots, Rice, Milk, Flour, Oranges"
577,"Grapes, Bananas, Eggs"
578,"Cereal, Rice, Cheese"
579,"Pasta, Onions, Flour, Coffee, Chocolate, Soda"
580,"Sugar, Tomatoes, Rice, Chicken, Soda, Potatoes"
581,"Eggs, Cheese"
582,"Cereal, Tea"
583,"Apples, Yogurt, Tomatoes, Onions, Soda, Flour, Oil"
584,"Salt, Potatoes"
585,"Bananas, Chicken, Oranges, Apples, Chocolate"
586,"Oil, Eggs, Carrots, Grapes, Tomatoes, Biscuits"
587,"Grapes, Soda"
588,"Bread, Juice, Rice"
589,"Rice, Oranges, Grapes"
590,"Eggs, Sugar, Tea, Oranges, Milk"
591,"Milk, Cheese"
592,"Rice, Pasta"
593,"Rice, Fish, Yogurt, Beef, Biscuits"
594,"Milk, Oranges, Yogurt"
595,"Pasta, Soda, Beef"
596,"Juice, Pasta, Grapes, Biscuits, Cereal"
597,"Potatoes, Tomatoes, Bananas, Apples, Soda"
598,"Chicken, Cereal, Pasta, Fish, Milk"
599,"Rice, Oil, Butter, Onions"
600,"Potatoes, Oranges, Tea, Butter, Chicken, Coffee, Apples"
601,"Onions, Soda, Sugar, Cheese"
602,"Cheese, Grapes, Salt"
603,"Butter, Bananas, Juice, Sugar, Tomatoes, Beef, Onions"
604,"Beef, Cereal"
605,"Chicken, Onions, Soda, Juice"
606,"Tea, Chicken"
607,"Potatoes, Juice, Onions, Cereal, Sugar, Fish"
608,"Chicken, Yogurt, Tea, Bread, Salt, Rice, Grapes"
609,"Chicken, Grapes, Yogurt, Carrots, Rice, Coffee, Eggs"
610,"Bread, Beef, Cheese"
611,"Chocolate, Rice, Cheese, Onions, Eggs"
612,"Coffee, Soda, Cereal, Bananas"
613,"Grapes, Fish, Cheese"
614,"Milk, Soda, Apples"
615,"Yogurt, Cereal, Potatoes, Salt, Oranges, Tomatoes, Chocolate"
616,"Chicken, Fish, Butter, Carrots, Bananas"
617,"Carrots, Apples, Rice"
618,"Cheese, Coffee, Sugar, Potatoes, Pasta"
619,"Yogurt, Sugar, Cereal, Tea, Oil, Oranges"
620,"Eggs, Salt, Oranges, Sugar, Butter"
621,"Cereal, Tomatoes, Oil, Eggs, Carrots"
622,"Bread, Pasta, Oranges, Bananas, Onions"
623,"Tomatoes, Carrots, Juice"
624,"Bananas, Butter, Milk, Beef, Potatoes"
625,"Bananas, Fish, Oranges, Chicken"
626,"Oil, Bread"
627,"Cereal, Rice, Bananas, Coffee, Soda"
628,"Milk, Flour, Butter, Yogurt"
629,"Soda, Bread"
630,"Carrots, Tomatoes, Bread, Chicken, Cereal, Cheese, Oil"
631,"Flour, Yogurt, Eggs"
632,"Oil, Fish, Tea, Beef, Flour, Oranges"
633,"Coffee, Chocolate"
634,"Chocolate, Carrots, Cheese"
635,"Bananas, Beef, Tomatoes, Chocolate, Yogurt, Carrots, Oil"
636,"Biscuits, Cereal, Sugar, Onions"
637,"Flour, Oranges"
638,"Oranges, Potatoes"
639,"Rice, Beef, Carrots"
640,"Bread, Pasta, Oranges, Carrots"
641,"Juice, Biscuits, Cheese, Bananas, Cereal"
642,"Butter, Juice"
643,"Soda, Pasta, Cheese, Yogurt, Grapes"
644,"Chicken, Salt, Biscuits"
645,"Milk, Salt, Pasta"
646,"Apples, Tomatoes, Pasta, Milk, Flour"
647,"Tea, Milk, Tomatoes, Carrots, Potatoes"
648,"Onions, Grapes"
649,"Bananas, Salt, Juice, Cheese, Yogurt"
650,"Milk, Flour"
651,"Potatoes, Soda, Bananas"
652,"Beef, Fish"
653,"Potatoes, Yogurt, Coffee, Oranges, Milk, Beef, Cheese"
654,"Chicken, Carrots, Oil, Onions, Salt"
655,"Cheese, Fish"
656,"Grapes, Soda, Sugar"
657,"Sugar, Salt, Flour"
658,"Butter, Cereal, Flour, Tea, Chocolate, Apples"
659,"Bananas, Rice"
660,"Cheese, Rice, Biscuits"
661,"Soda, Apples, Oil"
662,"Eggs, Oil"
663,"Sugar, Milk, Potatoes, Fish"
664,"Butter, Biscuits, Onions, Yogurt, Oil, Salt"
665,"Pasta, Rice, Potatoes, Yogurt, Coffee, Biscuits, Onions"
666,"Salt, Tea, Juice"
667,"Grapes, Salt, Flour, Biscuits"
668,"Biscuits, Onions, Chicken, Eggs"
669,"Butter, Biscuits, Soda, Flour, Sugar, Bananas"
670,"Salt, Beef, Oranges, Bananas, Tomatoes"
671,"Cereal, Oil, Eggs, Beef"
672,"Beef, Sugar, Chocolate"
673,"Yogurt, Biscuits, Oil, Flour, Juice, Grapes"
674,"Cereal, Flour, Tomatoes"
675,"Grapes, Juice, Coffee, Fish, Chocolate, Potatoes"
676,"Fish, Bananas, Chicken"
677,"Oranges, Sugar, Butter, Chicken, Onions, Tea, Chocolate"
678,"Milk, Beef, Cheese, Chocolate, Juice"
679,"Cheese, Cereal, Grapes, Pasta"
680,"Cereal, Rice"
681,"Potatoes, Cheese, Bread, Eggs, Coffee"
682,"Rice, Bananas, Apples, Oranges, Coffee"
683,"Sugar, Chicken"
684,"Eggs, Yogurt, Butter"
685,"Onions, Butter, Rice, Salt, Eggs, Oranges, Biscuits"
686,"Salt, Onions, Tomatoes, Apples, Chicken, Bread, Soda"
687,"Beef, Butter, Juice, Salt, Oranges, Carrots, Sugar"
688,"Tomatoes, Onions, Biscuits, Rice, Flour"
689,"Butter, Tea, Salt"
690,"Tomatoes, Butter"
691,"Bananas, Juice, Cheese, Fish, Chocolate, Salt, Coffee"
692,"Potatoes, Yogurt, Butter"
693,"Chocolate, Cereal, Oil, Beef"
694,"Chicken, Sugar"
695,"Tea, Coffee, Soda"
696,"Potatoes, Bananas, Coffee, Butter, Eggs, Soda"
697,"Onions, Fish"
698,"Tea, Fish"
699,"Oil, Rice, Potatoes, Cereal"
700,"Cereal, Soda, Butter"
701,"Bananas, Potatoes, Tomatoes, Apples, Bread, Chicken, Flour"
702,"Cereal, Tea"
703,"Oil, Carrots, Yogurt, Fish, Juice, Chocolate, Eggs"
704,"Juice, Oil"
705,"Fish, Potatoes, Bread"
706,"Onions, Oil, Coffee, Juice, Cereal, Fish"
707,"Sugar, Grapes, Bread, Potatoes, Chicken, Onions"
708,"Carrots, Beef, Onions, Coffee, Yogurt"
709,"Fish, Bread, Rice, Flour"
710,"Sugar, Coffee, Oranges"
711,"Grapes, Cheese, Butter"
712,"Tomatoes, Soda, Rice, Milk, Juice, Onions, Oil"
713,"Beef, Tomatoes, Carrots"
714,"Tea, Salt, Yogurt, Cheese"
715,"Butter, Bananas, Onions, Salt, Potatoes"
716,"Biscuits, Sugar, Coffee, Fish, Tea, Cereal, Yogurt"
717,"Oranges, Potatoes, Cheese, Flour, Tomatoes, Bread, Juice"
718,"Salt, Soda, Juice, Carrots, Biscuits, Potatoes"
719,"Beef, Butter, Chocolate, Grapes, Sugar"
720,"Fish, Tea, Cheese, Grapes"
721,"Fish, Milk"
722,"Milk, Rice, Coffee, Oil, Cheese, Biscuits"
723,"Rice, Cereal, Sugar, Soda, Chocolate, Juice, Tea"
724,"Pasta, Chocolate, Milk"
725,"Chocolate, Apples, Fish"
726,"Oil, Flour, Carrots, Cheese, Biscuits, Beef"
727,"Carrots, Pasta, Juice, Bananas, Yogurt"
728,"Fish, Onions, Flour, Rice, Chocolate, Biscuits"
729,"Fish, Flour, Grapes"
730,"Sugar, Beef, Oranges, Milk, Cheese, Soda, Bread"
731,"Pasta, Oil, Tea, Biscuits, Coffee, Cheese, Salt"
732,"Grapes, Oil, Sugar, Butter, Eggs, Biscuits"
733,"Flour, Bread, Coffee, Biscuits, Yogurt, Fish, Eggs"
734,"Cheese, Oranges, Carrots"
735,"Potatoes, Milk, Rice, Chicken"
736,"Butter, Salt, Cereal, Soda, Carrots, Oranges, Biscuits"
737,"Potatoes, Cereal, Butter, Chocolate, Coffee, Chicken"
738,"Eggs, Rice, Carrots, Bread, Potatoes"
739,"Yogurt, Tomatoes, Bananas, Chicken, Rice"
740,"Carrots, Juice, Coffee, Yogurt, Tea, Soda"
741,"Onions, Flour"
742,"Carrots, Coffee, Yogurt, Grapes, Milk"
743,"Salt, Carrots, Chocolate, Fish, Oil, Onions"
744,"Bread, Chicken, Yogurt, Soda, Cheese, Cereal"
745,"Coffee, Cheese, Fish"
746,"Eggs, Biscuits, Coffee, Flour, Pasta, Grapes, Oil"
747,"Grapes, Bananas, Oil"
748,"Tea, Bread, Potatoes, Milk, Tomatoes"
749,"Cereal, Carrots, Beef, Eggs, Pasta, Chocolate"
750,"Tea, Pasta, Flour, Oranges, Rice, Cheese, Bananas"
751,"Eggs, Apples, Grapes, Cheese, Chocolate"
752,"Soda, Salt, Carrots, Potatoes, Juice, Biscuits"
753,"Beef, Coffee, Potatoes, Fish, Oranges"
754,"Yogurt, Eggs, Tomatoes"
755,"Coffee, Potatoes, Milk, Grapes, Flour, Salt, Fish"
756,"Sugar, Salt, Bananas, Potatoes, Milk"
757,"Sugar, Oranges, Eggs, Fish"
758,"Eggs, Coffee"
759,"Flour, Oranges, Bread"
760,"Pasta, Grapes"
761,"Bread, Milk, Coffee, Soda, Oil"
762,"Carrots, Fish, Flour, Cereal, Chocolate"
763,"Tea, Biscuits, Apples, Cereal, Bananas, Onions"
764,"Coffee, Eggs, Bananas, Sugar"
765,"Onions, Eggs, Apples, Yogurt, Bread, Bananas, Soda"
766,"Cheese, Biscuits, Bananas, Yogurt, Flour, Bread"
767,"Cheese, Oil"
768,"Cheese, Tea, Eggs"
769,"Potatoes, Tea"
770,"Juice, Carrots"
771,"Rice, Biscuits, Cheese"
772,"Grapes, Cereal, Flour, Tea"
773,"Juice, Tomatoes, Tea, Butter, Cheese"
774,"Apples, Oranges, Flour, Coffee, Sugar"
775,"Beef, Tea"
776,"Cereal, Sugar, Potatoes, Cheese, Carrots, Apples, Beef"
777,"Biscuits, Grapes, Milk"
778,"Pasta, Salt, Biscuits, Rice, Chocolate, Cereal, Apples"
779,"Rice, Onions, Chocolate, Coffee, Tea, Tomatoes"
780,"Yogurt, Beef, Rice, Biscuits, Coffee, Pasta, Bananas"
781,"Carrots, Biscuits, Eggs, Butter"
782,"Chocolate, Bread, Oranges, Chicken, Carrots, Coffee"
783,"Potatoes, Chocolate, Bananas, Salt, Soda"
784,"Salt, Tomatoes, Chocolate, Soda"
785,"Cheese, Butter, Coffee, Soda"
786,"Chicken, Oil, Onions, Butter, Cheese, Apples, Potatoes"
787,"Yogurt, Juice, Rice, Cheese, Potatoes, Milk"
788,"Yogurt, Tomatoes, Apples, Fish, Milk"
789,"Flour, Coffee, Tea, Milk"
790,"Juice, Cheese, Chicken, Yogurt, Milk, Coffee, Fish"
791,"Potatoes, Rice"
792,"Eggs, Soda, Oil, Salt, Oranges"
793,"Grapes, Beef, Rice"
794,"Flour, Chicken, Tomatoes"
795,"Cereal, Yogurt, Chicken, Tea, Oil, Eggs, Salt"
796,"Coffee, Yogurt, Potatoes"
797,"Onions, Chicken, Flour, Bread, Beef, Sugar"
798,"Biscuits, Flour, Cereal, Bananas, Sugar"
799,"Eggs, Fish, Oranges, Apples, Chocolate, Soda, Flour"
800,"Onions, Butter, Rice, Sugar, Salt"
801,"Coffee, Bananas, Flour, Biscuits, Chocolate"
802,"Grapes, Fish, Pasta"
803,"Flour, Potatoes, Sugar, Fish"
804,"Butter, Cereal, Flour"
805,"Potatoes, Butter, Apples, Bread, Biscuits"
806,"Bread, Chocolate, Beef, Tomatoes, Yogurt"
807,"Coffee, Onions, Tea, Juice, Cheese, Chocolate, Yogurt"
808,"Tea, Carrots, Biscuits, Salt"
809,"Juice, Fish, Cheese, Cereal, Sugar"
810,"Apples, Fish, Yogurt, Onions, Cereal"
811,"Biscuits, Salt, Beef, Juice, Milk, Potatoes"
812,"Chicken, Sugar, Cheese, Bananas, Rice, Tomatoes, Tea"
813,"Carrots, Onions, Tomatoes, Flour, Chocolate, Tea"
814,"Oranges, Chicken, Milk, Biscuits, Onions"
815,"Sugar, Coffee, Tea"
816,"Yogurt, Juice, Rice"
817,"Potatoes, Grapes, Flour, Apples"
818,"Cheese, Tomatoes, Juice"
819,"Oil, Butter, Pasta, Cereal, Yogurt, Potatoes, Apples"
820,"Juice, Apples, Coffee, Eggs"
821,"Chocolate, Tea, Apples, Oranges, Butter, Eggs, Onions"
822,"Pasta, Oil, Soda, Tea, Beef, Potatoes, Chocolate"
823,"Biscuits, Rice, Coffee"
824,"Flour, Cereal, Soda, Potatoes, Milk, Oranges"
825,"Eggs, Salt, Potatoes"
826,"Cheese, Oranges, Eggs, Grapes"
827,"Oranges, Cereal, Carrots, Fish"
828,"Bananas, Yogurt, Milk, Butter, Bread, Eggs, Biscuits"
829,"Butter, Oranges, Cheese, Oil, Soda, Fish, Apples"
830,"Pasta, Potatoes"
831,"Coffee, Bread"
832,"Flour, Apples, Cheese"
833,"Yogurt, Tea, Chocolate"
834,"Cheese, Oranges, Tea, Butter, Fish"
835,"Potatoes, Tea, Chocolate, Cheese, Salt"
836,"Yogurt, Fish, Coffee, Oil, Apples"
837,"Milk, Salt, Juice, Chicken, Bananas"
838,"Cereal, Butter"
839,"Coffee, Cheese"
840,"Cheese, Chicken"
841,"Apples, Tea"
842,"Milk, Pasta, Juice, Tea, Carrots"
843,"Soda, Pasta, Rice, Butter, Cheese, Chicken, Onions"
844,"Carrots, Cheese, Grapes"
845,"Sugar, Butter"
846,"Oil, Yogurt, Bananas, Sugar, Coffee, Oranges"
847,"Potatoes, Bananas, Chicken"
848,"Potatoes, Milk, Grapes"
849,"Chicken, Rice, Biscuits, Bananas"
850,"Oranges, Soda, Juice, Eggs"
851,"Onions, Oranges, Eggs, Tomatoes"
852,"Cereal, Carrots, Bread"
853,"Beef, Yogurt"
854,"Biscuits, Pasta, Bananas, Soda, Rice"
855,"Chicken, Cheese, Soda, Potatoes, Carrots, Eggs"
856,"Onions, Salt, Oil"
857,"Bread, Salt, Butter, Coffee, Grapes, Biscuits"
858,"Tomatoes, Milk, Butter"
859,"Oranges, Cheese, Bananas"
860,"Tomatoes, Soda, Chicken, Bananas"
861,"Tea, Sugar, Beef, Oranges, Tomatoes, Potatoes"
862,"Bananas, Chocolate"
863,"Sugar, Tea, Biscuits"
864,"Tea, Flour, Soda, Cheese"
865,"Butter, Bananas, Salt"
866,"Oranges, Fish, Juice, Butter, Cereal, Beef, Sugar"
867,"Oil, Flour, Bananas, Apples, Tomatoes, Chocolate"
868,"Bananas, Chicken, Salt, Apples"
869,"Coffee, Fish, Sugar"
870,"Biscuits, Rice, Grapes"
871,"Cereal, Juice, Chicken, Salt, Rice"
872,"Soda, Potatoes, Eggs, Cereal, Rice, Beef"
873,"Coffee, Rice, Bread"
874,"Grapes, Coffee, Apples, Cheese, Tea, Flour, Chocolate"
875,"Chocolate, Pasta, Soda, Cheese, Coffee, Juice, Carrots"
876,"Biscuits, Yogurt, Milk, Flour, Tea, Pasta, Bananas"
877,"Bread, Carrots, Biscuits"
878,"Tea, Flour, Coffee, Carrots, Onions, Milk"
879,"Tea, Tomatoes, Coffee, Biscuits, Apples"
880,"Biscuits, Tomatoes, Oil, Cereal"
881,"Beef, Tea, Oranges, Soda, Apples"
882,"Butter, Milk, Rice, Chicken, Bananas, Flour"
883,"Tomatoes, Cheese, Bananas, Chicken, Flour, Fish"
884,"Chicken, Carrots, Onions, Oranges, Butter, Bananas"
885,"Tomatoes, Bread, Biscuits, Milk, Oil, Rice"
886,"Coffee, Tea, Salt"
887,"Bread, Soda, Onions, Cheese, Juice"
888,"Pasta, Cheese, Biscuits, Milk, Soda, Cereal, Carrots"
889,"Oranges, Bread"
890,"Coffee, Cheese, Sugar, Oranges, Biscuits, Chocolate, Oil"
891,"Tomatoes, Oil, Yogurt, Grapes, Bananas, Chocolate, Salt"
892,"Apples, Grapes, Juice"
893,"Bananas, Juice"
894,"Pasta, Flour, Potatoes, Milk, Bread"
895,"Oranges, Juice, Eggs, Salt, Coffee, Rice, Bananas"
896,"Cheese, Tomatoes, Apples, Butter"
897,"Bananas, Biscuits, Cereal, Soda, Coffee, Sugar, Oranges"
898,"Chocolate, Rice, Potatoes, Bananas, Sugar"
899,"Beef, Potatoes"
900,"Yogurt, Beef, Chocolate"
901,"Milk, Eggs"
902,"Coffee, Oranges"
903,"Fish, Tea, Apples"
904,"Chocolate, Bread"
905,"Eggs, Butter, Soda, Flour, Juice"
906,"Beef, Potatoes, Tomatoes, Salt, Fish, Yogurt, Biscuits"
907,"Tomatoes, Sugar, Rice, Chocolate, Flour, Tea, Eggs"
908,"Grapes, Chicken, Soda, Bread, Tomatoes, Salt"
909,"Bread, Butter"
910,"Apples, Salt, Potatoes, Beef"
911,"Oranges, Bread"
912,"Grapes, Soda, Fish, Cheese, Yogurt"
913,"Carrots, Butter, Sugar, Juice, Chocolate"
914,"Onions, Flour, Juice, Soda"
915,"Tomatoes, Bananas"
916,"Oranges, Apples, Soda"
917,"Grapes, Butter, Cheese, Carrots, Chocolate, Salt, Onions"
918,"Flour, Tea, Coffee"
919,"Chocolate, Bananas, Flour, Cereal, Bread"
920,"Soda, Coffee, Fish, Oranges, Apples"
921,"Apples, Chicken, Rice, Pasta, Tomatoes"
922,"Grapes, Chocolate, Potatoes, Cereal, Oil"
923,"Chicken, Juice, Yogurt, Apples, Biscuits, Cereal, Flour"
924,"Milk, Soda, Cereal, Oil, Flour"
925,"Onions, Cereal, Grapes"
926,"Salt, Fish, Carrots, Apples, Coffee, Soda, Yogurt"
927,"Oranges, Grapes, Butter, Sugar, Tomatoes"
928,"Grapes, Eggs, Rice, Fish"
929,"Carrots, Grapes, Milk, Beef, Onions, Flour, Soda"
930,"Fish, Yogurt, Sugar, Pasta"
931,"Biscuits, Pasta, Tomatoes"
932,"Chicken, Onions, Tea, Yogurt, Cheese, Milk, Apples"
933,"Yogurt, Bananas, Biscuits, Oranges"
934,"Bread, Oranges, Beef, Fish"
935,"Cheese, Flour, Soda, Chicken, Bananas, Beef, Oil"
936,"Chicken, Butter"
937,"Bananas, Grapes, Potatoes, Apples"
938,"Flour, Biscuits, Apples, Fish, Bananas, Juice, Grapes"
939,"Oil, Yogurt, Coffee, Fish, Bread, Pasta, Soda"
940,"Oranges, Cheese, Juice, Milk"
941,"Carrots, Fish, Biscuits, Potatoes, Yogurt"
942,"Soda, Yogurt, Pasta, Butter"
943,"Tea, Beef, Oil, Salt, Eggs"
944,"Sugar, Coffee, Cereal, Grapes, Cheese, Flour, Fish"
945,"Cheese, Potatoes, Pasta, Juice, Bananas, Tomatoes, Oil"
946,"Butter, Oil, Juice"
947,"Bananas, Coffee, Tea"
948,"Cheese, Oil, Sugar, Eggs, Fish"
949,"Rice, Cereal, Oil, Grapes"
950,"Tomatoes, Soda, Rice"
951,"Salt, Rice, Yogurt, Oranges, Milk, Pasta"
952,"Onions, Oranges, Carrots, Chocolate, Juice"
953,"Bananas, Chicken, Sugar, Bread, Oranges, Butter"
954,"Salt, Fish, Potatoes"
955,"Apples, Cheese, Sugar"
956,"Beef, Salt, Oil, Fish, Soda, Oranges, Milk"
957,"Potatoes, Tea"
958,"Onions, Coffee, Cereal"
959,"Eggs, Soda, Chicken, Coffee, Sugar"
960,"Juice, Milk, Beef"
961,"Salt, Sugar, Soda, Tea, Coffee"
962,"Oranges, Cereal"
963,"Fish, Bread, Cheese, Chocolate, Pasta, Tomatoes"
964,"Potatoes, Bananas, Salt, Oranges, Grapes"
965,"Yogurt, Carrots, Sugar, Eggs, Butter"
966,"Beef, Onions, Chocolate"
967,"Tomatoes, Rice"
968,"Bananas, Cereal, Eggs"
969,"Soda, Chicken"
970,"Biscuits, Yogurt, Potatoes"
971,"Apples, Yogurt, Chocolate, Biscuits"
972,"Oil, Beef, Soda, Carrots, Onions, Pasta, Tea"
973,"Chicken, Cereal, Fish, Tea, Butter"
974,"Sugar, Yogurt"
975,"Oranges, Onions, Cereal"
976,"Cereal, Tomatoes, Coffee"
977,"Yogurt, Milk, Oil, Tea, Soda"
978,"Carrots, Sugar, Salt, Soda, Oil, Rice, Cereal"
979,"Soda, Juice, Bread, Beef, Tomatoes, Chicken, Apples"
980,"Rice, Butter, Yogurt, Grapes, Eggs, Chocolate, Milk"
981,"Beef, Sugar, Rice, Chicken"
982,"Chocolate, Butter, Grapes, Sugar, Fish, Juice"
983,"Biscuits, Salt, Bread"
984,"Soda, Eggs, Chocolate, Oil, Salt, Beef, Grapes"
985,"Sugar, Rice, Pasta, Beef"
986,"Biscuits, Salt, Carrots, Cereal, Juice"
987,"Onions, Cereal, Rice, Sugar, Carrots, Yogurt"
988,"Cheese, Milk"
989,"Tomatoes, Oil, Butter"
990,"Soda, Yogurt, Coffee, Cereal, Onions, Pasta"
991,"Soda, Oil, Rice, Onions, Beef, Flour"
992,"Bananas, Juice, Flour, Onions"
993,"Juice, Sugar, Chicken, Soda, Onions"
994,"Yogurt, Salt"
995,"Sugar, Cereal, Salt, Yogurt, Pasta"
996,"Grapes, Onions, Yogurt, Flour, Fish"
997,"Coffee, Chicken"
998,"Oil, Oranges, Pasta"
999,"Rice, Salt, Pasta"
1000,"Juice, Soda"
1001,"Potatoes, Butter, Soda, Chocolate"
1002,"Rice, Biscuits, Eggs"
1003,"Tea, Apples"
1004,"Sugar, Coffee, Fish, Chocolate, Salt, Tomatoes, Flour"
1005,"Onions, Tomatoes, Beef, Biscuits"
1006,"Soda, Yogurt, Pasta, Carrots"
1007,"Butter, Potatoes, Oranges, Yogurt, Soda"
1008,"Butter, Sugar, Juice, Fish, Apples, Oil"
1009,"Carrots, Sugar, Salt"
1010,"Chocolate, Potatoes"
1011,"Soda, Potatoes, Beef, Juice"
1012,"Oranges, Salt"
1013,"Potatoes, Milk, Carrots, Grapes, Chocolate"
1014,"Rice, Potatoes, Onions"
1015,"Potatoes, Pasta, Soda, Rice"
1016,"Rice, Grapes, Bread, Bananas, Oil"
1017,"Juice, Soda, Fish, Tomatoes"
1018,"Sugar, Rice"
1019,"Carrots, Sugar, Flour"
1020,"Tomatoes, Salt, Rice, Bread, Flour, Milk, Yogurt"
1021,"Fish, Flour, Oranges, Butter, Beef"
1022,"Apples, Cheese, Flour, Beef, Fish, Tea"
1023,"Apples, Soda"
1024,"Juice, Pasta, Oranges, Sugar, Soda, Salt"
1025,"Cereal, Chicken, Cheese, Bananas, Tea"
1026,"Coffee, Juice"
1027,"Sugar, Chocolate, Oranges"
1028,"Yogurt, Beef, Chocolate, Bananas, Pasta"
1029,"Bananas, Pasta, Salt, Biscuits, Yogurt, Beef, Tea"
1030,"Milk, Coffee, Sugar, Potatoes, Apples, Oil"
1031,"Beef, Yogurt"
1032,"Tomatoes, Milk"
1033,"Coffee, Salt"
1034,"Apples, Juice"
1035,"Biscuits, Coffee, Butter, Cereal, Grapes, Salt, Onions"
1036,"Bananas, Oil, Fish"
1037,"Chocolate, Salt, Tomatoes, Beef, Onions, Oil"
1038,"Fish, Flour, Beef, Yogurt, Pasta, Juice, Oranges"
1039,"Coffee, Grapes, Bananas"
1040,"Apples, Eggs, Juice, Oranges, Grapes, Biscuits, Cheese"
1041,"Juice, Potatoes, Chocolate"
1042,"Tea, Carrots, Cheese, Cereal, Tomatoes, Oil"
1043,"Flour, Apples, Coffee, Milk, Salt"
1044,"Eggs, Biscuits, Potatoes, Cheese, Bread, Rice, Bananas"
1045,"Chicken, Rice, Coffee, Sugar, Salt, Juice, Oranges"
1046,"Potatoes, Biscuits, Grapes, Juice, Yogurt"
1047,"Chicken, Potatoes, Apples, Eggs, Butter, Coffee, Sugar"
1048,"Fish, Bread, Biscuits, Sugar, Tea"
1049,"Biscuits, Beef"
1050,"Biscuits, Oil, Beef, Fish, Chocolate"
1051,"Carrots, Biscuits, Grapes, Pasta, Milk, Soda"
1052,"Tomatoes, Carrots, Sugar, Cereal"
1053,"Oil, Potatoes, Biscuits, Apples, Carrots"
1054,"Chocolate, Oranges"
1055,"Chocolate, Flour, Biscuits, Eggs, Milk, Apples, Yogurt"
1056,"Salt, Rice, Biscuits, Soda, Oranges, Onions, Chicken"
1057,"Cheese, Coffee, Carrots, Oil"
1058,"Apples, Grapes, Eggs, Milk, Yogurt, Tomatoes"
1059,"Rice, Milk, Salt, Carrots"
1060,"Cheese, Juice, Tea, Onions"
1061,"Fish, Grapes"
1062,"Biscuits, Milk, Onions, Carrots"
1063,"Salt, Coffee, Cereal"
1064,"Apples, Flour, Butter, Bread"
1065,"Chicken, Onions"
1066,"Tea, Chocolate, Soda, Tomatoes, Pasta, Grapes"
1067,"Rice, Tomatoes, Oranges, Flour, Sugar"
1068,"Chicken, Soda, Beef"
1069,"Onions, Milk, Tea, Bananas, Oil, Yogurt"
1070,"Apples, Cereal, Grapes, Juice"
1071,"Grapes, Onions, Cheese, Bananas, Milk, Beef"
1072,"Grapes, Apples, Beef, Oil, Yogurt, Salt, Sugar"
1073,"Beef, Fish, Chicken, Apples, Yogurt, Sugar"
1074,"Bread, Apples"
1075,"Onions, Biscuits, Flour"
1076,"Apples, Tea"
1077,"Tomatoes, Milk, Oil, Sugar"
1078,"Chocolate, Grapes, Tomatoes"
1079,"Potatoes, Salt, Chocolate, Apples, Beef, Carrots, Butter"
1080,"Cereal, Rice"
1081,"Chocolate, Bread, Soda"
1082,"Beef, Bananas"
1083,"Yogurt, Potatoes, Sugar, Carrots, Bananas"
1084,"Grapes, Rice, Tomatoes, Flour, Biscuits, Bread, Eggs"
1085,"Yogurt, Bread, Rice"
1086,"Beef, Oil, Pasta, Bread, Salt, Flour"
1087,"Tomatoes, Beef, Fish, Grapes, Bananas, Coffee"
1088,"Tea, Juice, Sugar, Pasta, Eggs, Soda"
1089,"Bananas, Bread, Flour, Onions, Grapes, Chocolate"
1090,"Oil, Bananas"
1091,"Fish, Chocolate, Bananas"
1092,"Oil, Juice, Bread, Cereal, Milk, Grapes, Tea"
1093,"Tea, Soda, Juice, Oil"
1094,"Flour, Bread, Juice, Oil"
1095,"Soda, Beef, Yogurt"
1096,"Sugar, Flour, Bananas, Butter, Cereal, Grapes"
1097,"Onions, Cereal, Chocolate, Eggs"
1098,"Chicken, Oil, Coffee, Salt, Tomatoes, Bananas, Sugar"
1099,"Yogurt, Bread, Butter"
1100,"Fish, Bananas, Oil, Pasta"
1101,"Cheese, Onions, Coffee, Bread, Cereal, Chocolate"
1102,"Coffee, Cereal, Cheese, Apples, Carrots, Tea"
1103,"Oranges, Chocolate, Flour, Cereal, Salt, Eggs, Butter"
1104,"Soda, Tea, Apples"
1105,"Fish, Soda, Yogurt, Apples, Salt"
1106,"Juice, Grapes, Potatoes"
1107,"Flour, Pasta, Biscuits, Milk"
1108,"Butter, Soda, Sugar, Coffee, Milk, Carrots"
1109,"Yogurt, Soda, Cheese, Rice"
1110,"Tomatoes, Fish"
1111,"Eggs, Cereal, Beef, Bread, Soda"
1112,"Onions, Rice, Yogurt"
